序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日,cost_deviation_pct,score_x_focus,is_our_stock
18,000027,深圳能源,6.22,0.97,0.18,5.92,6.158816267306,0.2999276,58.98081073,-1283,2424,76.8,2026-07-16,0.99,45.3,False
19,000028,国药一致,21.17,-1.63,0.42,11.27,21.420758795716,0.2743236,71.50632717,920,188,74.8,2026-07-16,-1.17,53.5,False
20,000029,深深房Ａ,21.34,-0.14,0.14,-1374.41,21.347663795119,0.2918044,61.1400609,903,1748,63.6,2026-07-16,-0.04,38.9,False
21,000030,富奥股份,4.27,0.23,0.33,14.72,4.204125836104,0.2282856,68.58297095,257,386,66.4,2026-07-16,1.57,45.5,False
22,000031,大悦城,2.16,-1.82,0.32,-10.47,2.180736079492,0.2697096,54.51045261,-81,3784,70.4,2026-07-16,-0.95,38.4,False
23,000032,深桑达Ａ,17.07,-0.76,1.12,-62.93,17.626498956733,0.2558828,59.62765771,1127,2199,82.0,2026-07-16,-3.16,48.9,False
24,000034,神州数码,26.86,-0.26,2.3,28.93,27.256267608877,0.3953288,71.70337789,1109,177,90.0,2026-07-16,-1.45,64.5,False
25,000035,中国天楹,4.51,-0.88,0.28,24.32,4.56656539894,0.2146656,55.29515951,-1047,3575,68.0,2026-07-16,-1.24,37.6,False
26,000036,华联控股,4.3,-2.27,0.95,57.96,4.505708468203,0.3103324,65.7990342,-615,745,77.6,2026-07-16,-4.57,51.1,False
27,000037,深南电A,9.0,7.66,4.54,112.78,8.418046478397,0.1869548,52.57428399,-116,4263,74.4,2026-07-16,6.91,39.1,False
28,000039,中集集团,7.47,-0.8,0.26,48.19,7.578650419482,0.1969212,52.04142276,-284,4404,73.2,2026-07-16,-1.43,38.1,False
29,000042,中洲控股,8.0,-3.38,0.52,-20.08,8.250899544938,0.2328896,53.33730377,403,4088,70.4,2026-07-16,-3.04,37.5,False
30,000045,深纺织Ａ,9.29,0.22,0.2,52.97,9.336661679909,0.1074688,57.89099165,-41,2763,67.6,2026-07-16,-0.5,39.1,False
31,000048,京基智农,20.01,-3.29,0.88,-11.48,20.873644603607,0.2478332,58.80026858,568,2475,79.6,2026-07-16,-4.14,46.8,False
32,000049,德赛电池,24.53,0.08,0.58,29.52,24.734671026885,0.2617604,63.95139495,815,1088,81.2,2026-07-16,-0.83,51.9,False
33,000050,深天马Ａ,6.53,-1.36,0.56,-28.57,6.637034912444,0.2953348,60.57110531,1551,1929,82.4,2026-07-16,-1.61,49.9,False
34,000055,方大集团,3.37,-0.3,0.47,32.08,3.411576860991,0.2103616,55.94026809,-593,3367,69.6,2026-07-16,-1.22,38.9,False
35,000056,*ST皇庭,1.94,-0.51,0.66,-17.75,1.975007460398,0.3584488,54.52360421,-1954,3779,68.4,2026-07-16,-1.77,37.3,False
36,000058,深 赛 格,6.25,-0.16,0.2,77.86,6.244013145251,0.1134876,56.79462199,137,3098,72.0,2026-07-16,0.1,40.9,False
37,000059,华锦股份,4.42,0.91,0.66,39.84,4.384476741339,0.2109008,56.59439339,-190,3164,75.2,2026-07-16,0.81,42.6,False
38,000060,中金岭南,6.16,-1.28,0.51,13.58,6.257114151088,0.3537308,64.65030374,983,957,82.8,2026-07-16,-1.55,53.5,True
39,000061,农 产 品,5.75,-1.2,0.31,21.13,5.787075663741,0.1650212,61.59750973,-146,1609,74.0,2026-07-16,-0.64,45.6,False
40,000062,深圳华强,24.08,-3.45,0.85,31.34,25.048922063069,0.2589108,57.84159962,-36,2773,81.2,2026-07-16,-3.87,47.0,False
41,000063,中兴通讯,37.96,-5.1,3.35,34.64,40.354363295243,0.5030904,69.39126074,866,324,94.0,2026-07-16,-5.93,65.2,False
42,000065,北方国际,8.89,-0.22,0.31,23.37,8.861437088264,0.3030416,62.14856474,952,1470,70.4,2026-07-16,0.32,43.8,False
43,000066,中国长城,15.92,-2.57,1.57,-153.54,16.541652591753,0.3300776,48.74761402,-13,4956,80.4,2026-07-16,-3.76,39.2,False
44,000068,华控赛格,2.74,0.37,0.56,-37.96,2.735785101414,0.2448236,47.2236237,10,5070,67.2,2026-07-16,0.15,31.7,False
45,000069,华侨城Ａ,1.7,-0.58,0.25,-2.5,1.704973108846,0.3964436,52.53444697,-267,4273,74.0,2026-07-16,-0.29,38.9,False
46,000070,特发信息,14.15,-4.26,1.97,-322.18,15.105459387109,0.2680424,47.57658471,-98,5052,85.2,2026-07-16,-6.33,40.5,False
47,000078,ST海王,2.01,-7.37,3.93,91.23,2.154487152679,0.2557688,56.36561004,988,3224,86.4,2026-07-16,-6.71,48.7,False
48,000088,盐 田 港,4.38,0.92,0.29,16.72,4.337506971427,0.2104116,58.15884983,-83,2672,72.8,2026-07-16,0.98,42.3,False
49,000089,深圳机场,6.76,1.96,0.54,13.43,6.610432077222,0.212194,60.0404592,-102,2082,75.2,2026-07-16,2.26,45.2,False
50,000090,天健集团,3.28,-0.3,0.48,-65.72,3.294010332966,0.3352488,66.62522124,2031,610,70.0,2026-07-16,-0.43,46.6,False
51,000096,广聚能源,7.95,2.85,1.16,85.82,7.575413821214,0.2052968,62.68668781,1496,1330,67.2,2026-07-16,4.94,42.1,False
52,000099,中信海直,13.7,-0.15,0.21,28.53,13.730427646232,0.1721284,55.35689175,307,3555,75.2,2026-07-16,-0.22,41.6,False
53,000100,TCL科技,5.01,0.6,0.77,16.74,4.983216824763,0.4921224,69.55234833,401,308,89.6,2026-07-16,0.54,62.3,False
54,000151,中成股份,9.34,0.32,0.49,48.84,9.316822723271,0.2270392,59.71116382,1363,2182,73.6,2026-07-16,0.25,43.9,False
55,000153,丰原药业,5.67,-2.07,0.82,17.8,5.745027426365,0.13549,61.06179063,-835,1770,73.6,2026-07-16,-1.31,44.9,False
56,000155,川能动力,11.06,1.1,0.45,19.13,10.994929010508,0.2313628,56.28605931,-14,3253,72.8,2026-07-16,0.59,41.0,False
57,000156,华数传媒,6.79,0.15,0.2,27.93,6.754677701589,0.1496956,66.10815791,187,688,71.6,2026-07-16,0.52,47.3,False
58,000157,中联重科,7.19,-1.24,0.16,17.58,7.299110483754,0.266658,64.63691379,-675,959,80.8,2026-07-16,-1.49,52.2,False
59,000158,常山北明,12.71,-1.01,0.45,-50.0,12.878392629354,0.2748576,62.25848246,2376,1448,73.2,2026-07-16,-1.31,45.6,False
60,000159,国际实业,5.48,-0.36,0.53,90.29,5.514266220367,0.2418284,56.35592804,-721,3227,65.6,2026-07-16,-0.62,37.0,False
61,000166,申万宏源,4.62,-0.43,0.1,12.28,4.619354421841,0.3510692,64.42499248,-248,991,82.0,2026-07-16,0.01,52.8,False
62,000301,东方盛虹,11.33,-0.18,0.08,13.07,11.380651103808,0.2408928,66.88773432,163,575,82.4,2026-07-16,-0.45,55.1,False
63,000333,美的集团,81.71,-0.11,0.13,12.28,82.304213940331,0.3937376,74.9866897,5,58,93.2,2026-07-16,-0.72,69.9,False
64,000338,潍柴动力,24.96,-2.73,0.44,17.47,25.810652654136,0.3677544,64.9204938,-24,897,74.8,2026-07-16,-3.3,48.6,False
65,000400,许继电气,20.45,2.51,0.79,46.9,19.945147871368,0.2417816,58.8233608,236,2465,74.4,2026-07-16,2.53,43.8,False
66,000401,金隅冀东,3.65,0.83,0.15,-2.44,3.61470098977,0.1882372,57.8800915,542,2766,73.2,2026-07-16,0.98,42.4,False
67,000402,金 融 街,2.46,-0.81,0.67,5.33,2.469489603893,0.3793004,57.3146837,1410,2944,67.2,2026-07-16,-0.38,38.5,False
68,000403,派林生物,9.97,-1.48,0.48,103.13,9.959468012185,0.2768604,60.58023767,-716,1924,70.8,2026-07-16,0.11,42.9,False
69,000404,长虹华意,7.62,0.79,0.36,11.49,7.573652332837,0.1919804,60.40028454,134,1975,71.2,2026-07-16,0.61,43.0,False
70,000407,胜利股份,3.88,0.0,0.53,23.72,3.872230203536,0.2398808,57.69871646,-23,2820,68.4,2026-07-16,0.2,39.5,False
71,000408,藏格矿业,68.69,-2.82,0.2,17.12,71.354328939004,0.3889372,68.91854798,28,363,79.6,2026-07-16,-3.73,54.9,False
72,000409,云鼎科技,8.22,-0.48,0.27,70.48,8.237552417451,0.113806,59.47029069,671,2257,72.8,2026-07-16,-0.21,43.3,False
73,000410,沈阳机床,4.68,0.21,0.21,-91.6,4.65910355605,0.2728708,57.70760066,218,2813,72.8,2026-07-16,0.45,42.0,False
74,000411,英特集团,9.64,-1.53,0.29,16.98,9.688337674117,0.180778,62.28501318,-355,1438,70.4,2026-07-16,-0.5,43.8,False
75,000415,渤海租赁,4.32,-1.14,0.24,7.36,4.373313675548,0.192976,56.61655253,180,3153,75.6,2026-07-16,-1.22,42.8,False
76,000417,合百集团,6.12,-2.08,1.58,18.56,6.348142212912,0.2493004,55.3870908,104,3543,85.6,2026-07-16,-3.59,47.4,False
77,000419,通程控股,4.87,0.0,0.34,23.59,4.864468759695,0.0701056,56.27766165,91,3256,66.0,2026-07-16,0.11,37.1,False
78,000420,吉林化纤,3.68,0.0,0.53,83.02,3.689356056354,0.2788016,51.35879886,61,4553,70.4,2026-07-16,-0.25,36.2,False
79,000421,南京公用,5.46,0.37,0.36,10.83,5.39866271442,0.1211836,59.64904626,-340,2196,70.8,2026-07-16,1.14,42.2,False
80,000422,湖北宜化,12.84,0.78,0.4,19.27,12.799790850102,0.2612048,58.19996753,-1365,2664,79.6,2026-07-16,0.31,46.3,False
81,000423,东阿阿胶,51.16,-0.47,0.4,17.99,50.923726727172,0.2348768,76.51647477,382,40,84.4,2026-07-16,0.46,64.6,False
82,000425,徐工机械,8.32,-1.77,0.23,11.85,8.488856567522,0.3081172,68.25996812,-291,408,77.2,2026-07-16,-1.99,52.7,False
83,000426,兴业银锡,28.89,-4.18,0.8,9.59,30.39486826459,0.367712,62.37435128,118,1415,84.8,2026-07-16,-4.95,52.9,False
84,000428,华天酒店,3.19,-0.31,0.28,-13.0,3.177575290119,0.1318344,54.88661503,78,3688,69.2,2026-07-16,0.39,38.0,False
85,000429,粤高速Ａ,14.2,0.57,0.16,16.43,14.037623461915,0.121834,67.94895882,-207,438,71.2,2026-07-16,1.16,48.4,False
86,000430,张家界,6.16,-1.75,0.64,4.07,6.246696510301,0.202307843137,49.73482807,328,4831,73.6,2026-07-16,-1.39,36.6,False
87,000488,ST晨鸣,1.94,0.52,0.15,-2.78,1.942764494687,0.2423432,49.47408994,-102,4876,72.0,2026-07-16,-0.14,35.6,False
88,000498,山东路桥,5.15,1.78,0.28,11.92,5.059271914013,0.15108,58.76550083,-327,2486,72.8,2026-07-16,1.79,42.8,False
89,000501,武商集团,7.12,0.14,0.39,11.1,7.07668462124,0.2117976,58.30358447,-1513,2630,70.8,2026-07-16,0.61,41.3,False
90,000503,国新健康,6.64,-0.9,0.46,-33.43,6.655533124722,0.1765228,50.40112357,-433,4719,72.0,2026-07-16,-0.23,36.3,False
91,000504,南华生物,8.62,-7.91,4.19,64.07,9.207151766512,0.426874509804,67.86319016,-104,448,78.4,2026-07-16,-6.38,53.2,False
92,000505,京粮控股,5.48,-0.9,0.27,122.38,5.528711832681,0.138372,55.63676686,691,3466,72.8,2026-07-16,-0.88,40.5,False
93,000506,招金黄金,11.68,-4.96,1.84,14.48,12.500768033757,0.2313508,59.63992772,-240,2197,80.8,2026-07-16,-6.57,48.2,False
94,000507,珠海港,4.99,0.81,0.35,16.82,4.950831652573,0.219754,54.95461012,-1749,3669,79.6,2026-07-16,0.79,43.7,False
95,000509,华塑控股,2.96,-1.33,0.71,-316.67,3.024410555773,0.2163,61.35240484,1334,1690,69.6,2026-07-16,-2.13,42.7,False
96,000510,新金路,16.51,-3.39,1.98,-52.69,17.377512409928,0.283274,53.48865071,-2231,4050,74.8,2026-07-16,-4.99,40.0,False
97,000513,丽珠集团,30.95,-1.71,0.5,11.91,31.331231965612,0.2495824,66.26009968,-480,671,84.4,2026-07-16,-1.22,55.9,False
98,000514,渝 开 发,3.79,-1.3,0.35,24.76,3.838089034654,0.1408208,58.79817733,820,2476,71.6,2026-07-16,-1.25,42.1,False
99,000516,国际医学,4.31,-2.27,0.5,-49.9,4.383236892878,0.3350644,56.73467055,-1178,3115,77.6,2026-07-16,-1.67,44.0,False
100,000517,荣安地产,1.71,-1.72,0.43,-47.84,1.738961231025,0.2880156,52.35683234,119,4320,66.0,2026-07-16,-1.67,34.6,False
101,000518,四环生物,3.76,-2.84,2.1,-85.54,3.901530683088,0.272992745098,59.49293259,248,2251,82.0,2026-07-16,-3.63,48.8,False
102,000519,中兵红箭,14.05,-0.92,0.94,89.54,14.393238263339,0.2507864,61.16204334,318,1742,85.2,2026-07-16,-2.38,52.1,False
103,000520,凤凰航运,3.9,-1.27,0.56,298.85,3.967396297826,0.169854,53.8816911,-149,3961,71.6,2026-07-16,-1.7,38.6,False
104,000521,长虹美菱,5.13,-0.19,0.33,18.8,5.134605471562,0.2858132,61.43452812,1336,1654,76.0,2026-07-16,-0.09,46.7,False
105,000523,红棉股份,2.82,0.0,0.38,27.26,2.821947849988,0.1867944,56.55836254,-1001,3173,70.0,2026-07-16,-0.07,39.6,False
106,000524,岭南控股,8.62,-1.03,0.65,43.95,8.649288658015,0.193696,62.71097807,78,1327,79.6,2026-07-16,-0.34,49.9,False
107,000525,红太阳,4.21,-0.71,0.64,428.46,4.21487964837,0.2583912,45.37162039,-386,5148,72.0,2026-07-16,-0.12,32.7,False
108,000526,学大教育,27.08,-1.53,0.69,9.1,27.588033235504,0.1564524,63.52715686,-699,1170,74.8,2026-07-16,-1.84,47.5,False
109,000528,柳    工,8.12,-0.73,0.24,6.82,8.178708567432,0.2631064,60.66507666,-1058,1894,78.8,2026-07-16,-0.72,47.8,False
110,000529,广弘控股,4.78,0.0,0.37,-317.56,4.799893766019,0.0964592,50.43114182,-453,4710,68.8,2026-07-16,-0.41,34.7,False
111,000530,冰山冷热,4.89,-0.41,0.5,48.65,4.893475325023,0.251896,52.05091846,-72,4399,74.4,2026-07-16,-0.07,38.7,False
112,000531,穗恒运Ａ,5.81,1.04,0.41,7.82,5.743436152622,0.3469432,61.8279603,1339,1557,66.0,2026-07-16,1.16,40.8,False
113,000532,华金资本,10.47,0.1,0.45,-167.4,10.465628955458,0.1365336,51.07154976,-621,4609,74.8,2026-07-16,0.04,38.2,False
114,000533,顺钠股份,8.28,0.24,0.63,84.54,8.353068027874,0.1649664,51.47049657,3,4532,70.8,2026-07-16,-0.87,36.4,False
115,000534,万泽股份,24.73,-3.55,0.76,40.67,25.952149908823,0.212934,58.98372001,-552,2422,71.2,2026-07-16,-4.71,42.0,False
116,000536,华映科技,3.19,0.31,0.62,-9.93,3.197647594205,0.3179076,52.9950934,885,4168,81.6,2026-07-16,-0.24,43.2,False
117,000537,绿发电力,7.47,1.49,0.57,43.15,7.285869296983,0.320636,63.44342741,-204,1186,72.0,2026-07-16,2.53,45.7,False
118,000538,云南白药,51.73,-0.73,0.36,11.33,51.6090168011,0.3598216,74.66236035,822,72,90.4,2026-07-16,0.23,67.5,False
119,000539,粤电力Ａ,5.39,1.89,1.55,-46.65,5.344987148488,0.2493004,51.8368748,47,4460,76.4,2026-07-16,0.84,39.6,False
120,000541,佛山照明,5.0,0.2,0.15,73.43,4.990531554917,0.1738348,57.45620369,-125,2889,77.2,2026-07-16,0.19,44.4,False
121,000543,皖能电力,7.69,2.4,0.58,9.81,7.504798378647,0.3628124,62.38255592,-75,1413,77.2,2026-07-16,2.47,48.2,False
122,000544,中原环保,7.47,0.95,0.14,5.24,7.37155726231,0.1449356,60.92106507,525,1809,68.4,2026-07-16,1.34,41.7,False
123,000545,金浦钛业,2.5,0.0,1.6,-21.71,2.512797068307,0.2417112,53.09317403,262,4146,79.6,2026-07-16,-0.51,42.3,False
124,000546,金圆股份,4.39,-0.23,0.5,-14.68,4.424466814714,0.2885012,58.69208788,1737,2508,69.2,2026-07-16,-0.78,40.6,False
125,000547,航天发展,14.24,-2.06,1.1,-51.66,14.65459078466,0.2658624,44.08519367,8,5176,76.4,2026-07-16,-2.83,33.7,False
126,000548,湖南投资,4.32,0.47,0.43,34.91,4.304972192688,0.1422032,53.23352032,-254,4113,67.2,2026-07-16,0.35,35.8,False
127,000550,江铃汽车,16.53,0.67,0.42,10.48,16.412313068274,0.0980048,62.49913672,-217,1379,73.6,2026-07-16,0.72,46.0,False
128,000551,创元科技,13.88,-1.98,1.46,13.54,14.515449699675,0.2885264,56.9620286,-47,3043,79.2,2026-07-16,-4.38,45.1,False
129,000552,甘肃能化,2.52,1.2,0.43,51.69,2.485611503298,0.3202352,51.52168303,-679,4522,71.6,2026-07-16,1.38,36.9,False
130,000553,安道麦A,5.31,0.76,0.23,5.43,5.30411767683,0.1830232,54.70482893,306,3730,63.6,2026-07-16,0.11,34.8,False
131,000554,泰山石油,6.33,0.8,4.09,11.23,6.309388538114,0.2470608,64.39056612,-824,994,85.6,2026-07-16,0.33,55.1,False
132,000555,神州信息,9.74,-1.22,0.47,-25.69,9.833256061137,0.2011864,61.16811081,2134,1738,73.6,2026-07-16,-0.95,45.0,False
133,000557,西部创业,3.74,1.63,0.23,26.21,3.684890988379,0.1344304,54.34412452,-1730,3827,68.4,2026-07-16,1.5,37.2,False
134,000558,天府文旅,3.23,-2.12,0.7,253.06,3.275556571991,0.284208,46.76182182,55,5093,72.8,2026-07-16,-1.39,34.0,False
135,000559,万向钱潮,10.88,-1.81,0.33,36.54,11.198620909787,0.238332,55.69860567,-165,3442,72.4,2026-07-16,-2.85,40.3,False
136,000560,我爱我家,2.18,-1.36,1.19,235.51,2.174489464967,0.3619484,60.30623217,2059,2004,72.4,2026-07-16,0.25,43.7,False
137,000561,烽火电子,7.13,1.42,0.47,-28.94,6.969909611863,0.235078,54.78218994,265,3710,76.8,2026-07-16,2.3,42.1,False
138,000563,陕国投Ａ,3.05,0.66,0.36,10.71,3.010400776037,0.2538136,58.9349726,-437,2439,75.2,2026-07-16,1.32,44.3,False
139,000564,供销大集,1.36,-2.16,0.8,-44.99,1.384079131308,0.5489232,52.05199807,-1644,4398,76.8,2026-07-16,-1.74,40.0,False
140,000565,渝三峡Ａ,5.75,-0.69,0.55,25.09,5.816056578947,0.10036,52.50236316,-709,4287,67.2,2026-07-16,-1.14,35.3,False
141,000566,海南海药,5.38,-5.11,14.4,-22.82,5.474198373844,0.3503824,65.89885547,828,722,94.0,2026-07-16,-1.72,61.9,False
142,000567,海德股份,5.87,0.17,0.5,6.83,5.961422756487,0.2523324,60.33923081,-648,1994,77.2,2026-07-16,-1.53,46.6,False
143,000568,泸州老窖,82.9,-1.52,0.33,8.23,84.013830974855,0.358004,70.86260291,-110,228,89.6,2026-07-16,-1.33,63.5,False
144,000570,苏常柴Ａ,4.93,-0.2,0.66,11.69,4.941255243132,0.1954136,61.87284222,82,1548,65.6,2026-07-16,-0.23,40.6,False
145,000571,新大洲A,6.34,1.44,1.35,-40.26,6.313561536882,0.3580568,56.883788,-235,3067,82.4,2026-07-16,0.42,46.9,False
146,000572,海马汽车,3.52,-2.22,1.01,-45.51,3.587339019508,0.223004,60.48465326,1857,1953,73.2,2026-07-16,-1.88,44.3,False
147,000573,粤宏远Ａ,3.67,-1.08,1.25,14.03,3.716845468554,0.2127204,58.79168577,-352,2477,78.4,2026-07-16,-1.26,46.1,False
148,000576,甘化科工,6.72,0.45,0.64,379.18,6.689100909198,0.1440352,59.11438785,1113,2369,76.0,2026-07-16,0.46,44.9,False
149,000581,威孚高科,17.04,-0.18,0.24,11.0,17.105444299805,0.1987672,59.10374342,-342,2372,75.6,2026-07-16,-0.38,44.7,False
150,000582,北部湾港,11.0,0.0,0.25,30.18,11.089941505802,0.2960356,56.15621196,-1015,3298,72.0,2026-07-16,-0.81,40.4,False
151,000586,汇源通信,11.67,-1.1,0.77,-101.79,11.789667244021,0.1686264,55.5560693,1225,3488,65.6,2026-07-16,-1.02,36.4,False
152,000589,贵州轮胎,4.38,0.69,0.35,9.44,4.361435750777,0.2078024,61.2693252,23,1708,70.4,2026-07-16,0.43,43.1,False
153,000590,古汉医药,8.49,-1.28,0.56,-74.6,8.547084417731,0.1331736,50.2483736,223,4738,67.6,2026-07-16,-0.67,34.0,False
154,000591,太阳能,4.41,1.15,0.57,23.47,4.353941894314,0.42171,61.87655443,2127,1547,72.8,2026-07-16,1.29,45.0,False
155,000592,平潭发展,5.66,-2.41,1.28,-1511.79,5.801779711969,0.267744,58.02392753,1286,2721,72.0,2026-07-16,-2.44,41.8,True
156,000593,德龙汇能,21.61,-2.0,2.21,132.15,22.240018418351,0.3456116,69.66743885,232,299,78.8,2026-07-16,-2.83,54.9,False
157,000595,新能股份,4.79,-1.84,0.63,691.95,4.930992623123,0.307581960784,52.5055269,569,4285,80.0,2026-07-16,-2.86,42.0,False
158,000596,古井贡酒,83.89,-3.82,0.81,6.9,90.037032167168,0.3581268,73.91498015,61,93,88.8,2026-07-16,-6.83,65.6,False
159,000597,东北制药,4.79,-2.24,0.44,64.16,4.857521967075,0.2302748,64.3467046,565,1005,78.4,2026-07-16,-1.39,50.4,False
160,000598,兴蓉环境,7.03,1.74,0.44,9.94,6.909297681067,0.3238268,64.98449501,-598,886,73.2,2026-07-16,1.75,47.6,False
161,000599,青岛双星,4.58,0.66,0.62,66.15,4.517094591339,0.208882,52.4550568,-491,4296,71.2,2026-07-16,1.39,37.3,False
162,000600,建投能源,8.07,0.75,1.14,6.07,8.010681473213,0.2982244,68.55757889,328,388,76.4,2026-07-16,0.74,52.4,False
163,000601,韶能股份,6.42,4.56,3.57,161.81,6.199440407909,0.2677052,52.89907265,-43,4196,72.8,2026-07-16,3.56,38.5,False
164,000603,盛达资源,19.68,-3.77,1.38,42.75,20.650993098946,0.2722636,57.05615042,-1039,3016,82.4,2026-07-16,-4.7,47.0,False
165,000605,渤海股份,5.78,0.35,0.33,27.4,5.768562578937,0.1040828,56.69027691,-676,3133,69.2,2026-07-16,0.2,39.2,False
166,000607,华媒控股,3.39,0.3,0.68,-31.65,3.366717988421,0.0830764,55.65032526,424,3458,70.4,2026-07-16,0.69,39.2,False
167,000608,阳光股份,6.51,-3.41,1.77,-51.99,6.853800403905,0.341117647059,63.77831972,114,1123,72.8,2026-07-16,-5.02,46.4,False
168,000609,*ST中迪,11.08,-0.54,0.45,-19.15,11.180997924388,0.3735184,55.37653492,1173,3548,67.2,2026-07-16,-0.9,37.2,False
169,000610,*ST西旅,5.7,-0.87,0.36,-12.67,5.731398238255,0.2854128,57.10324322,575,3005,71.6,2026-07-16,-0.55,40.9,False
170,000612,焦作万方,10.44,-1.32,0.62,6.09,10.702663344417,0.3400784,63.64525561,-159,1152,82.8,2026-07-16,-2.45,52.7,False
171,000615,*ST美谷,3.12,0.32,0.09,-6.45,3.103549047238,0.2007472,62.84698806,-854,1303,71.6,2026-07-16,0.53,45.0,False
172,000617,中油资本,6.76,-0.59,0.13,13.58,6.808757472554,0.28152,62.76824644,-792,1320,74.8,2026-07-16,-0.72,47.0,False
173,000619,海螺新材,4.51,-0.22,0.46,-19.1,4.5281413915,0.1197968,57.76019273,1131,2800,67.2,2026-07-16,-0.4,38.8,False
174,000620,盈新发展,2.93,-3.93,2.55,-36.03,3.107105249194,0.335492,57.10961124,800,3002,89.2,2026-07-16,-5.7,50.9,False
175,000623,吉林敖东,18.36,-1.4,0.46,6.34,18.544838141766,0.2736824,67.14272727,-376,551,81.6,2026-07-16,-1.0,54.8,False
176,000625,长安汽车,7.16,-0.42,0.33,50.62,7.156691982035,0.2959092,67.42068966,-211,508,77.6,2026-07-16,0.05,52.3,False
177,000626,远大控股,6.65,0.15,0.78,14.43,6.682265405845,0.2081764,52.85777218,-2663,4202,70.4,2026-07-16,-0.48,37.2,False
178,000628,高新发展,37.85,-1.99,1.86,1862.33,39.013415655555,0.354442,51.99518472,-17,4417,74.4,2026-07-16,-2.98,38.7,False
179,000629,钒钛股份,3.06,0.0,0.2,98.9,3.072126621496,0.346456,62.07201114,-848,1493,81.6,2026-07-16,-0.39,50.7,False
180,000630,铜陵有色,5.89,-2.64,0.65,14.75,6.067939669179,0.4045084,64.84614125,917,913,79.2,2026-07-16,-2.93,51.4,False
181,000631,顺发恒能,2.88,0.7,0.1,234.04,2.86152168276,0.2818388,53.77432849,-476,3985,66.0,2026-07-16,0.65,35.5,False
182,000632,ST三木,3.26,0.31,0.48,-6.55,3.270517083478,0.2815408,47.28791504,-11,5065,67.2,2026-07-16,-0.32,31.8,False
183,000633,合金投资,5.19,1.37,0.81,328.3,5.085301448962,0.153276,57.49933428,1675,2879,67.6,2026-07-16,2.06,38.9,False
184,000635,英 力 特,6.14,1.49,0.44,-4.69,6.04428353007,0.1111624,49.1334953,-262,4908,67.6,2026-07-16,1.58,33.2,False
185,000636,风华高科,49.31,-4.62,2.53,161.06,53.175286480052,0.3814588,52.00171138,-167,4415,90.8,2026-07-16,-7.27,47.2,False
186,000637,茂化实华,3.69,0.0,1.23,-16.98,3.701953355395,0.0757076,53.29692065,-1205,4097,66.8,2026-07-16,-0.32,35.6,False
