序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日,cost_deviation_pct,score_x_focus,is_our_stock
1,000001,平安银行,10.0,-0.5,0.12,3.34,10.088619288055,0.3912328,60.61028116,-1141,2228,84.0,2026-06-30,-0.88,50.9,False
2,000002,万  科Ａ,2.99,1.01,0.23,-1.5,2.979631540314,0.3286968,54.53868697,-1232,3863,74.4,2026-06-30,0.35,40.6,False
3,000004,国华退,0.37,8.82,6.06,-1.92,0.332367926796,0.589351860465,69.00568498,-2,653,72.0,2026-06-30,11.32,49.7,False
4,000006,深振业Ａ,7.51,0.4,0.33,336.72,7.419842914096,0.370194,61.48995428,509,1984,72.0,2026-06-30,1.22,44.3,False
5,000007,全新好,12.27,-1.05,0.31,-489.58,12.264590065988,0.3394288,52.24013846,-306,4396,62.8,2026-06-30,0.04,32.8,False
6,000008,神州高铁,2.32,-0.43,0.21,-51.82,2.320851713941,0.367632,54.40703793,-867,3900,69.2,2026-06-30,-0.04,37.6,False
7,000009,中国宝安,6.22,-0.16,0.18,229.67,6.199887201249,0.2591308,52.52968282,68,4332,74.8,2026-06-30,0.32,39.3,False
8,000010,*ST美丽,1.78,4.71,0.77,18.9,1.688411254522,0.327999215686,49.88971884,-172,4787,64.8,2026-06-30,5.42,32.3,False
9,000011,深物业A,6.48,0.0,0.12,-35.45,6.493924484783,0.0627256,52.62060528,17,4305,68.0,2026-06-30,-0.21,35.8,False
10,000012,南  玻Ａ,5.06,-1.94,3.38,-39.02,5.061024306615,0.56259,76.46953669,1324,138,85.2,2026-06-30,-0.02,65.2,False
11,000014,沙河股份,9.18,0.55,0.48,-65.44,9.120094733336,0.086446,48.60539604,-131,4928,66.8,2026-06-30,0.66,32.5,False
12,000016,*ST康佳A,2.42,5.22,0.7,-7.92,2.251101313692,0.399867254902,61.1406533,1768,2079,70.0,2026-06-30,7.5,42.8,False
13,000017,深中华A,6.06,-0.98,2.39,170.73,5.911514634617,0.2690348,72.63335981,494,335,83.2,2026-06-30,2.51,60.4,False
14,000019,深粮控股,5.74,1.23,0.28,25.47,5.666019579266,0.1432708,49.36828558,-938,4845,66.8,2026-06-30,1.31,33.0,False
15,000020,深华发Ａ,10.99,0.83,0.58,149.52,10.906362634402,0.0548424,60.00791098,127,2414,63.6,2026-06-30,0.77,38.2,False
16,000021,深科技,65.42,1.79,6.07,106.32,61.524319895949,0.4932908,67.57676578,-684,844,96.0,2026-06-30,6.33,64.9,False
17,000025,特  力Ａ,13.59,0.82,0.24,44.01,13.312100317439,0.235746,60.45791411,825,2280,74.4,2026-06-30,2.09,45.0,False
18,000026,飞亚达,21.24,-1.39,1.38,33.11,20.393372757965,0.3025076,70.45155936,1635,505,68.4,2026-06-30,4.15,48.2,False
19,000027,深圳能源,6.12,-1.29,0.17,5.83,6.222914566451,0.3099096,56.31528812,-1698,3411,75.2,2026-06-30,-1.65,42.3,False
20,000028,国药一致,18.89,-0.11,0.06,10.06,19.076496636233,0.1375464,60.44684809,-688,2283,70.0,2026-06-30,-0.98,42.3,False
21,000029,深深房Ａ,22.2,0.68,0.36,-1429.8,21.892320061992,0.3250372,59.69529709,-202,2491,70.8,2026-06-30,1.41,42.3,False
22,000030,富奥股份,3.89,0.52,0.14,13.41,3.878105556285,0.1659752,59.64823013,-251,2505,64.8,2026-06-30,0.31,38.7,False
23,000031,大悦城,2.12,0.0,0.18,-10.27,2.12342741541,0.2465248,53.15743967,-246,4187,73.2,2026-06-30,-0.16,38.9,False
24,000032,深桑达Ａ,24.45,-2.0,1.58,-90.14,24.855346825515,0.3901384,61.71175542,1268,1938,88.8,2026-06-30,-1.63,54.8,False
25,000034,神州数码,27.86,0.4,1.43,30.01,27.243293547786,0.3682016,78.03266968,980,79,88.0,2026-06-30,2.26,68.7,False
