序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日,cost_deviation_pct,score_x_focus,is_our_stock
1,000001,平安银行,10.3,1.38,0.2,3.44,10.098674931868,0.4544,65.18608045,816,1412,83.2,2026-07-01,1.99,54.2,False
2,000002,万  科Ａ,3.1,0.65,0.48,-1.55,3.049720013202,0.4031092,62.16970203,1593,2270,72.4,2026-07-01,1.65,45.0,False
3,000004,国华退,0.41,10.81,1.29,-2.12,0.361574228755,0.578612790698,63.74696116,-1143,1796,74.0,2026-07-01,13.39,47.2,False
4,000006,深振业Ａ,7.55,0.27,0.29,338.51,7.554268792857,0.3605884,57.857735,-1542,3526,71.2,2026-07-01,-0.06,41.2,False
5,000007,全新好,12.38,0.73,0.3,-493.97,12.259434598874,0.260816,52.76283614,-242,4638,61.6,2026-07-01,0.98,32.5,False
6,000008,神州高铁,2.42,1.26,0.34,-54.06,2.381592670205,0.3732852,56.3024376,-37,3937,66.8,2026-07-01,1.61,37.6,False
7,000009,中国宝安,6.31,0.64,0.25,232.99,6.268368751674,0.2589536,56.70179363,500,3832,74.4,2026-07-01,0.66,42.2,False
8,000010,*ST美丽,1.88,5.03,1.4,19.96,1.77156613098,0.478505098039,59.41451135,1690,3097,64.4,2026-07-01,6.12,38.3,False
9,000011,深物业A,6.71,1.36,0.17,-36.71,6.574548134192,0.0903224,54.59272069,-16,4321,68.0,2026-07-01,2.06,37.1,False
10,000012,南  玻Ａ,4.97,-5.33,2.7,-38.32,5.128289538609,0.3375776,68.22707075,-642,780,90.8,2026-07-01,-3.09,62.0,False
11,000014,沙河股份,9.56,2.69,0.77,-68.15,9.282864872135,0.0758912,51.12480773,35,4893,66.0,2026-07-01,2.99,33.7,False
12,000016,*ST康佳A,2.54,4.96,1.37,-8.32,2.391658684612,0.439687254902,60.96571976,-555,2634,70.8,2026-07-01,6.2,43.2,False
13,000017,深中华A,6.11,0.49,1.21,172.14,6.111691904454,0.1883628,64.74908082,-1195,1530,85.6,2026-07-01,-0.03,55.4,False
14,000019,深粮控股,5.88,1.38,0.47,26.09,5.786315397025,0.1927076,52.11219692,121,4724,66.0,2026-07-01,1.62,34.4,False
15,000020,深华发Ａ,11.36,1.7,1.31,154.56,11.13246739882,0.0991944,66.46571696,1289,1125,64.8,2026-07-01,2.04,43.1,False
16,000021,深科技,56.84,-8.71,5.18,92.38,63.140139047754,0.4422204,64.4927819,-758,1602,96.0,2026-07-01,-9.98,61.9,False
17,000025,特  力Ａ,13.85,0.73,0.3,44.85,13.700091226999,0.202272,62.22139242,24,2256,72.8,2026-07-01,1.09,45.3,False
18,000026,飞亚达,21.73,3.23,1.2,33.87,21.309161033452,0.2626776,68.87826978,-175,680,78.0,2026-07-01,1.97,53.7,False
19,000027,深圳能源,6.26,0.0,0.22,5.96,6.207927151011,0.3570572,62.21073495,1154,2257,74.4,2026-07-01,0.84,46.3,False
20,000028,国药一致,19.46,1.09,0.19,10.36,19.127890117817,0.1105448,60.82324658,-394,2677,68.8,2026-07-01,1.74,41.8,False
21,000029,深深房Ａ,22.25,-1.11,0.2,-1433.02,22.733142749545,0.3662128,65.96909763,1263,1228,69.6,2026-07-01,-2.13,45.9,False
22,000030,富奥股份,4.0,1.01,0.16,13.79,3.934615531857,0.2024544,66.32851737,1354,1151,64.8,2026-07-01,1.66,43.0,False
23,000031,大悦城,2.21,1.38,0.26,-10.71,2.171296096703,0.2778388,59.97324653,1262,2925,72.4,2026-07-01,1.78,43.4,False
24,000032,深桑达Ａ,22.89,-4.63,1.67,-84.39,24.686374451384,0.3727384,57.29856598,-1737,3675,91.6,2026-07-01,-7.28,52.5,False
25,000034,神州数码,28.02,1.6,3.9,30.18,27.393266470398,0.307738,69.60215053,-507,586,91.2,2026-07-01,2.29,63.5,False
26,000035,中国天楹,4.79,-0.21,0.32,25.83,4.770332277462,0.275434,56.92932059,-599,3771,65.2,2026-07-01,0.41,37.1,False
27,000036,华联控股,4.42,0.23,0.48,59.57,4.417293214685,0.2385588,58.63391137,-1170,3329,64.8,2026-07-01,0.06,38.0,False
28,000037,深南电A,9.21,2.91,2.57,115.41,8.917446770471,0.2450212,52.69452919,365,4648,72.4,2026-07-01,3.28,38.2,False
29,000039,中集集团,8.0,-1.11,0.38,51.61,8.070166430627,0.1687788,51.60391522,-1180,4814,69.2,2026-07-01,-0.87,35.7,False
30,000042,中洲控股,7.76,1.31,0.41,-19.48,7.616486713215,0.1630676,47.85968766,-246,5129,63.6,2026-07-01,1.88,30.4,False
31,000045,深纺织Ａ,10.32,0.29,0.36,58.84,10.319258758523,0.2022812,63.42549296,-728,1892,68.4,2026-07-01,0.01,43.4,False
32,000048,京基智农,22.54,0.18,1.26,-12.93,22.42115832799,0.3217292,64.87962896,1468,1499,79.2,2026-07-01,0.53,51.4,False
33,000049,德赛电池,23.5,-1.09,0.38,28.28,23.675999730705,0.2617076,67.13792727,1078,990,73.2,2026-07-01,-0.74,49.1,False
34,000050,深天马Ａ,9.27,-3.44,1.05,-40.55,9.637985111488,0.2963604,64.23926082,-872,1671,88.4,2026-07-01,-3.82,56.8,False
35,000055,方大集团,3.45,1.47,0.49,32.84,3.403568269642,0.1983224,53.06054,-182,4589,72.4,2026-07-01,1.36,38.4,False
36,000056,*ST皇庭,2.35,4.91,3.62,-21.5,2.261246497201,0.404075098039,62.01060846,-1394,2318,72.4,2026-07-01,3.92,44.9,False
37,000058,深 赛 格,6.33,0.48,0.18,78.86,6.267597492685,0.1509408,60.82351726,1201,2676,70.4,2026-07-01,1.0,42.8,False
38,000059,华锦股份,4.07,0.25,0.7,36.69,3.949657633599,0.332542,65.16281605,2352,1419,67.2,2026-07-01,3.05,43.8,False
39,000060,中金岭南,7.41,-3.14,1.25,16.34,7.660751210577,0.3902728,64.98521166,28,1476,82.8,2026-07-01,-3.27,53.8,False
40,000061,农 产 品,5.72,0.88,0.33,21.02,5.671883799206,0.23431,60.84206222,-1594,2670,68.4,2026-07-01,0.85,41.6,False
41,000062,深圳华强,30.08,-1.34,0.84,39.15,31.054478659726,0.271664,64.22217798,-1265,1675,89.6,2026-07-01,-3.14,57.5,False
42,000063,中兴通讯,35.7,-3.98,1.75,32.58,37.602684757998,0.4794496,66.69861532,189,1076,86.8,2026-07-01,-5.06,57.9,False
43,000065,北方国际,9.85,0.1,0.34,25.89,9.812820191524,0.3295736,62.47764814,-285,2170,68.4,2026-07-01,0.38,42.7,False
44,000066,中国长城,17.92,-2.02,2.07,-172.83,18.580355731999,0.3548588,59.15737665,-1621,3186,92.4,2026-07-01,-3.55,54.7,False
45,000068,华控赛格,3.12,0.32,2.36,-43.23,3.052707310881,0.45278,56.90582688,1247,3778,71.6,2026-07-01,2.2,40.7,False
46,000069,华侨城Ａ,1.71,1.79,0.32,-2.51,1.673572522291,0.4667376,56.23262276,952,3960,70.4,2026-07-01,2.18,39.6,False
47,000070,特发信息,18.96,-3.27,2.6,-431.69,19.983958620511,0.2743324,54.44895032,-1283,4345,84.0,2026-07-01,-5.12,45.7,False
48,000078,ST海王,1.42,5.19,1.22,64.45,1.337338733846,0.476158431373,58.99278771,1836,3222,67.6,2026-07-01,6.18,39.9,False
49,000088,盐 田 港,4.12,0.24,0.14,15.73,4.095035982296,0.2766144,58.38441356,-1260,3377,70.0,2026-07-01,0.61,40.9,False
50,000089,深圳机场,6.25,0.48,0.18,12.41,6.154549186858,0.2904204,60.34686464,-867,2816,70.8,2026-07-01,1.55,42.7,False
51,000090,天健集团,3.1,0.32,0.18,-62.11,3.063694115038,0.2830908,61.1581191,547,2578,65.6,2026-07-01,1.19,40.1,False
52,000096,广聚能源,7.27,2.97,0.66,78.48,7.055401394922,0.1340928,53.77667349,-242,4466,63.2,2026-07-01,3.04,34.0,False
53,000099,中信海直,14.68,0.34,0.28,30.57,14.52853948866,0.2395272,56.14613799,-600,3981,79.2,2026-07-01,1.04,44.5,False
54,000100,TCL科技,5.73,-6.37,4.12,19.14,6.055755479759,0.5285304,77.0428251,-63,74,95.6,2026-07-01,-5.38,73.7,False
55,000151,中成股份,10.71,0.37,0.83,56.01,10.655105893014,0.25803,62.64820363,369,2119,71.6,2026-07-01,0.52,44.9,False
56,000153,丰原药业,5.36,2.29,0.7,16.83,5.15938240057,0.1477012,58.67800024,504,3321,66.4,2026-07-01,3.89,39.0,False
57,000155,川能动力,12.14,0.5,0.41,21.0,11.962419678106,0.2810848,58.20511002,206,3424,69.6,2026-07-01,1.48,40.5,False
58,000156,华数传媒,6.47,0.94,0.18,26.61,6.405565313314,0.1461652,61.52251373,355,2464,68.0,2026-07-01,1.01,41.8,False
59,000157,中联重科,6.97,-0.43,0.16,17.04,6.965011287592,0.2846728,65.49607914,-35,1334,79.6,2026-07-01,0.07,52.1,False
60,000158,常山北明,13.31,1.22,0.5,-52.37,13.192170940746,0.2656692,61.38598893,365,2516,71.2,2026-07-01,0.89,43.7,False
61,000159,国际实业,5.44,0.18,1.04,89.63,5.411031361431,0.2652756,56.44589875,-1074,3908,68.0,2026-07-01,0.54,38.4,False
62,000166,申万宏源,4.57,-0.44,0.17,12.14,4.551219287882,0.4021256,70.79466736,1141,447,79.6,2026-07-01,0.41,56.4,False
63,000301,东方盛虹,11.94,-0.67,0.08,13.78,11.821743926128,0.2404812,73.66398288,231,221,72.4,2026-07-01,1.0,53.3,False
64,000333,美的集团,77.95,0.71,0.28,11.71,75.860485446247,0.4580484,81.36154033,220,10,92.0,2026-07-01,2.75,74.9,False
65,000338,潍柴动力,26.53,-4.57,0.52,18.62,28.33571239426,0.4010148,72.98540773,728,265,77.6,2026-07-01,-6.37,56.6,False
66,000400,许继电气,21.27,0.05,0.39,48.78,21.081023689398,0.3220784,59.28088616,-702,3140,76.4,2026-07-01,0.9,45.3,False
67,000401,金隅冀东,3.47,1.46,0.12,-2.32,3.389985144723,0.2108224,53.97688486,204,4436,70.8,2026-07-01,2.36,38.2,False
68,000402,金 融 街,2.5,1.21,0.41,5.41,2.466355253165,0.362564,57.1515241,1130,3711,63.6,2026-07-01,1.36,36.3,False
69,000403,派林生物,9.15,0.66,0.36,94.65,8.959990985107,0.2878868,55.64513845,254,4083,64.8,2026-07-01,2.12,36.1,False
70,000404,长虹华意,8.15,-1.69,1.21,12.29,7.953052598662,0.3183468,75.22690437,233,139,70.0,2026-07-01,2.48,52.7,False
71,000407,胜利股份,3.84,2.13,0.61,23.47,3.764726540748,0.1581572,57.30340609,-128,3674,65.6,2026-07-01,2.0,37.6,False
72,000408,藏格矿业,68.89,0.83,0.27,17.17,68.423995656627,0.3517792,65.149683,-656,1424,73.6,2026-07-01,0.68,48.0,False
73,000409,云鼎科技,8.5,0.83,0.26,72.9,8.397444542732,0.1889724,64.43199411,1364,1622,70.4,2026-07-01,1.22,45.4,False
74,000410,沈阳机床,4.88,2.31,0.25,-95.52,4.770409757538,0.3305056,61.63608232,1063,2424,70.4,2026-07-01,2.3,43.4,False
75,000411,英特集团,9.45,1.61,0.23,16.65,9.200621296647,0.21787,62.85352214,-610,2059,70.4,2026-07-01,2.71,44.2,False
76,000415,渤海租赁,4.2,1.2,0.32,7.16,4.116490745556,0.3286508,62.2453988,-247,2248,70.0,2026-07-01,2.03,43.6,False
77,000417,合百集团,8.95,-0.56,2.95,27.14,8.983686775575,0.3454292,75.1976088,35,142,81.2,2026-07-01,-0.37,61.1,False
78,000419,通程控股,4.77,2.36,0.33,23.1,4.633443444215,0.1402408,63.24578302,1351,1950,64.0,2026-07-01,2.95,40.5,False
79,000420,吉林化纤,4.11,1.48,0.93,92.72,4.015863747792,0.3088772,53.17175112,-624,4566,71.2,2026-07-01,2.34,37.9,False
80,000421,南京公用,5.2,1.96,0.34,10.32,5.070774735162,0.1273564,58.19411577,-863,3432,67.6,2026-07-01,2.55,39.3,False
81,000422,湖北宜化,15.01,-0.27,2.1,22.53,14.875042867801,0.4237372,72.73668551,475,274,83.2,2026-07-01,0.91,60.5,False
82,000423,东阿阿胶,46.42,0.83,0.26,16.33,45.484032389418,0.238186,71.03359385,617,421,78.8,2026-07-01,2.06,56.0,False
83,000425,徐工机械,8.21,0.98,0.34,11.69,8.025050198775,0.3593256,66.30586369,-442,1154,78.0,2026-07-01,2.3,51.7,False
84,000426,兴业银锡,33.62,1.76,1.08,11.16,33.192243777983,0.3989484,63.53859598,-251,1862,84.4,2026-07-01,1.29,53.6,False
85,000428,华天酒店,3.17,1.28,0.3,-12.92,3.137395671472,0.1424972,54.52555995,184,4333,68.0,2026-07-01,1.04,37.1,False
86,000429,粤高速Ａ,13.83,2.6,0.14,16.0,13.478197950244,0.0907924,71.65199512,462,367,70.4,2026-07-01,2.61,50.4,False
87,000430,张家界,7.44,0.95,0.97,4.92,7.286643109808,0.217961176471,53.97411977,-583,4437,73.2,2026-07-01,2.1,39.5,False
88,000488,ST晨鸣,1.99,2.58,0.39,-2.86,1.881472430797,0.3211464,54.24639772,680,4388,70.8,2026-07-01,5.77,38.4,False
89,000498,山东路桥,4.89,1.03,0.18,11.32,4.784375477972,0.2341324,60.09389759,289,2886,69.2,2026-07-01,2.21,41.6,False
90,000501,武商集团,7.17,0.7,0.44,11.17,7.030050733878,0.3103252,65.16407071,952,1417,66.8,2026-07-01,1.99,43.5,False
91,000503,国新健康,6.59,1.7,0.48,-33.17,6.403506160979,0.2703104,56.25307002,1061,3950,68.8,2026-07-01,2.91,38.7,False
92,000504,南华生物,7.71,4.19,0.67,57.3,7.414269646445,0.193714313725,57.37776075,247,3652,66.0,2026-07-01,3.99,37.9,False
93,000505,京粮控股,5.34,2.5,0.5,119.25,5.188013432551,0.1351772,51.93124789,175,4756,69.6,2026-07-01,2.93,36.1,False
94,000506,招金黄金,12.0,4.71,2.72,14.87,11.527047432634,0.1834724,57.01481013,-417,3755,76.8,2026-07-01,4.1,43.8,False
95,000507,珠海港,4.77,0.85,0.19,16.08,4.730172496735,0.2324656,53.31958977,-401,4537,72.4,2026-07-01,0.84,38.6,False
96,000509,华塑控股,3.66,1.39,0.9,-391.56,3.643773918194,0.2077136,52.50389705,-2020,4668,68.8,2026-07-01,0.45,36.1,False
97,000510,新金路,24.26,-2.02,3.51,-77.43,25.725364648548,0.4187272,63.29788277,1533,1929,81.6,2026-07-01,-5.7,51.7,False
98,000513,丽珠集团,29.72,0.24,0.35,11.44,29.309198746004,0.203578,64.3001633,-589,1657,80.4,2026-07-01,1.4,51.7,False
99,000514,渝 开 发,3.75,1.63,0.58,24.5,3.698175034604,0.1570376,60.7801694,1650,2688,69.2,2026-07-01,1.4,42.1,False
100,000516,国际医学,4.03,1.0,0.34,-46.66,3.946988322019,0.2988036,61.04954656,1518,2608,69.2,2026-07-01,2.1,42.2,False
101,000517,荣安地产,1.73,2.37,0.33,-48.4,1.686410101191,0.2759992,56.53546995,142,3881,70.8,2026-07-01,2.58,40.0,False
102,000518,四环生物,3.39,0.3,1.17,-77.12,3.336072291133,0.299708235294,61.51163173,-819,2470,70.8,2026-07-01,1.62,43.6,False
103,000519,中兵红箭,20.51,0.74,1.71,130.7,20.739563903533,0.2859792,65.92630725,-630,1242,88.0,2026-07-01,-1.11,58.0,False
104,000520,凤凰航运,4.51,10.0,3.42,345.59,4.031572586202,0.4606104,64.80448177,911,1515,77.6,2026-07-01,11.87,50.3,False
105,000521,长虹美菱,5.98,0.17,2.95,21.92,5.613355005662,0.4387112,75.57712988,1274,122,83.2,2026-07-01,6.53,62.9,False
106,000523,红棉股份,2.7,1.89,0.67,26.1,2.628045782324,0.1846356,55.19729649,25,4190,65.2,2026-07-01,2.74,36.0,False
107,000524,岭南控股,,,0.0,45.63,8.957438067233,0.0883916,60.64142799,-491,2721,69.2,2026-07-01,,42.0,False
108,000525,红太阳,4.08,2.51,0.55,415.25,3.972886609163,0.2588988,44.39948204,-117,5195,66.0,2026-07-01,2.7,29.3,False
109,000526,学大教育,27.25,-0.15,0.98,9.16,26.592734601204,0.1988224,69.35998091,561,617,69.6,2026-07-01,2.47,48.3,False
