序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日,cost_deviation_pct,score_x_focus,is_our_stock
1,000001,平安银行,10.8,-0.37,0.12,3.61,10.969658685543,0.3995392,62.61378703,-1221,1522,89.2,2026-07-21,-1.55,55.9,False
2,000002,万  科Ａ,3.14,0.32,0.35,-1.57,3.126072284651,0.3411752,54.85780789,-785,3705,79.2,2026-07-21,0.45,43.4,False
3,000006,深振业Ａ,5.98,0.0,0.27,268.12,5.852955352799,0.2454132,55.69441288,853,3467,69.2,2026-07-21,2.17,38.5,False
4,000007,全新好,9.12,2.93,1.27,-363.9,8.492157557014,0.3052776,45.91917503,-894,5098,62.4,2026-07-21,7.39,28.7,False
5,000008,神州高铁,2.27,-0.44,0.26,-50.71,2.250546775979,0.315744727273,48.65241994,-90,4901,79.2,2026-07-21,0.86,38.5,False
6,000009,中国宝安,6.14,-0.65,0.25,226.72,6.213460704383,0.2215252,54.80307754,-205,3729,76.4,2026-07-21,-1.18,41.9,False
7,000010,*ST美丽,1.47,1.38,0.69,15.61,1.444833544602,0.3210028,50.38286951,-511,4682,66.8,2026-07-21,1.74,33.7,False
8,000011,深物业A,6.76,-0.44,0.25,-36.98,6.948267583145,0.1392828,53.2465543,-2348,4141,72.8,2026-07-21,-2.71,38.8,False
9,000012,南  玻Ａ,3.79,-2.32,0.54,-29.22,3.819445278445,0.2551444,60.45846634,2050,2048,80.4,2026-07-21,-0.77,48.6,False
10,000014,沙河股份,8.75,0.0,0.84,-62.37,8.654060525971,0.1366904,56.33422527,1150,3274,80.4,2026-07-21,1.11,45.3,False
11,000016,*ST康佳A,2.42,-0.82,0.23,-7.92,2.402317132388,0.2329116,55.5142001,-262,3527,76.0,2026-07-21,0.74,42.2,False
12,000017,深中华A,5.14,0.78,0.64,144.81,5.069620330148,0.1668712,53.88000455,-663,3961,77.6,2026-07-21,1.39,41.8,False
13,000019,深粮控股,5.93,-0.17,0.26,26.31,5.966320323834,0.1298012,48.69212552,-1223,4894,70.0,2026-07-21,-0.61,34.1,False
14,000020,深华发Ａ,9.77,0.0,0.41,132.92,9.584698814197,0.092084,62.64885826,1177,1511,66.0,2026-07-21,1.93,41.3,False
15,000021,深科技,41.89,8.38,5.76,68.08,35.563372108693,0.4452492,68.43025204,1757,469,86.4,2026-07-21,17.79,59.1,False
16,000025,特  力Ａ,13.73,-1.01,0.27,44.46,13.792973333642,0.2386824,64.49228973,-232,1087,76.4,2026-07-21,-0.46,49.3,False
17,000026,飞亚达,16.13,-1.04,0.43,25.14,15.483574636841,0.2580904,63.59036959,1651,1286,66.4,2026-07-21,4.17,42.2,False
18,000027,深圳能源,6.36,-0.31,0.17,6.05,6.377070690496,0.276586,60.18165578,-1519,2131,80.8,2026-07-21,-0.27,48.6,False
19,000028,国药一致,20.69,-0.05,0.19,11.02,20.941989047602,0.1448036,62.6753466,-540,1503,76.4,2026-07-21,-1.2,47.9,False
20,000029,深深房Ａ,20.26,-1.6,0.17,-1304.86,20.409489730765,0.2222276,55.97490137,-334,3389,63.2,2026-07-21,-0.73,35.4,False
21,000030,富奥股份,4.13,-1.9,0.27,14.24,4.202427205179,0.2156084,65.44120768,468,901,70.4,2026-07-21,-1.72,46.1,False
22,000031,大悦城,2.08,0.48,0.22,-10.08,2.059714440524,0.2401936,52.89606872,-1529,4218,71.2,2026-07-21,0.98,37.7,False
23,000032,深桑达Ａ,16.06,0.0,1.22,-59.21,15.19797062188,0.3081512,63.87867573,482,1215,75.2,2026-07-21,5.67,48.0,False
24,000034,神州数码,26.7,5.78,3.73,28.76,24.800031612537,0.3179556,66.89331515,640,671,86.8,2026-07-21,7.66,58.1,False
25,000035,中国天楹,4.4,-0.68,0.3,23.73,4.412344377825,0.2054344,54.82389122,-608,3718,68.8,2026-07-21,-0.28,37.7,False
26,000036,华联控股,3.96,-0.25,0.71,53.37,3.834609703884,0.3258832,59.02918693,-998,2478,75.6,2026-07-21,3.27,44.6,False
27,000037,深南电A,9.57,-0.52,4.12,119.92,9.431074025884,0.2726216,60.9926166,-1490,1903,91.2,2026-07-21,1.47,55.6,False
28,000039,中集集团,8.13,2.01,0.53,52.45,7.935722209826,0.239366,61.11356443,-1038,1877,78.0,2026-07-21,2.45,47.7,False
29,000042,中洲控股,7.81,-2.01,0.3,-19.6,8.020948362364,0.2073444,49.5415233,-2134,4798,73.2,2026-07-21,-2.63,36.3,False
30,000045,深纺织Ａ,8.82,-0.11,0.28,50.29,8.753198427856,0.1369904,61.61964472,799,1752,68.4,2026-07-21,0.76,42.1,False
31,000048,京基智农,19.76,-2.27,1.74,-11.33,19.121135034264,0.4179212,61.67144063,431,1737,73.2,2026-07-21,3.34,45.1,False
32,000049,德赛电池,23.87,-1.45,0.73,28.72,24.110693138159,0.2147608,65.21393882,111,944,81.6,2026-07-21,-1.0,53.2,False
33,000050,深天马Ａ,6.28,-0.95,0.35,-27.47,6.233483528328,0.2769128,63.73800132,1768,1250,77.2,2026-07-21,0.75,49.2,False
34,000055,方大集团,3.23,0.31,0.37,30.75,3.187460244114,0.1779028,56.80475902,834,3126,70.4,2026-07-21,1.33,40.0,False
35,000056,*ST皇庭,1.74,1.16,0.56,-15.92,1.649205156397,0.3541104,54.73270317,-1186,3747,69.6,2026-07-21,5.51,38.1,False
36,000058,深 赛 格,6.07,0.0,0.21,75.62,6.081263592705,0.082206,59.05672395,781,2471,73.2,2026-07-21,-0.19,43.2,False
37,000059,华锦股份,4.42,0.68,0.45,39.84,4.421219631386,0.1871448,56.11755672,-2179,3346,76.8,2026-07-21,-0.03,43.1,False
38,000060,中金岭南,6.38,2.57,1.09,14.07,6.101680463162,0.3864908,68.24546869,1135,492,83.6,2026-07-21,4.56,57.1,True
39,000061,农 产 品,5.66,-1.05,0.37,20.8,5.776274702003,0.1597124,65.72113602,-342,843,74.0,2026-07-21,-2.01,48.6,False
40,000062,深圳华强,22.78,0.0,0.67,29.65,22.092909087781,0.251298,58.93043336,900,2504,79.6,2026-07-21,3.11,46.9,False
41,000063,中兴通讯,36.46,4.53,2.54,33.27,33.913161962108,0.4491948,59.7567725,-68,2258,90.8,2026-07-21,7.51,54.3,False
42,000065,北方国际,8.98,-0.66,0.24,23.6,8.999413738997,0.2729244,59.40585184,-975,2347,72.4,2026-07-21,-0.22,43.0,False
43,000066,中国长城,15.47,3.2,1.87,-149.2,14.52548741784,0.3461608,55.5200029,1379,3522,80.8,2026-07-21,6.5,44.9,False
44,000068,华控赛格,2.57,0.78,0.31,-35.61,2.530065162254,0.210686,46.13620367,-71,5087,69.6,2026-07-21,1.58,32.1,False
45,000069,华侨城Ａ,1.67,0.6,0.14,-2.45,1.662725149666,0.3402924,53.51216987,71,4055,74.4,2026-07-21,0.44,39.8,False
46,000070,特发信息,13.73,-0.15,2.03,-312.61,12.660446207373,0.2652688,54.61774726,1236,3777,83.2,2026-07-21,8.45,45.4,False
47,000078,ST海王,1.65,4.43,2.64,74.89,1.603179135103,0.2529276,47.45846757,-520,5017,86.0,2026-07-21,2.92,40.8,False
48,000088,盐 田 港,4.3,-1.15,0.21,16.41,4.382495095456,0.2204056,59.42639716,-643,2344,74.4,2026-07-21,-1.88,44.2,False
49,000089,深圳机场,6.62,-0.6,0.25,13.15,6.733854924611,0.2236852,58.84141484,-706,2522,76.0,2026-07-21,-1.69,44.7,False
50,000090,天健集团,3.23,0.0,0.17,-64.72,3.221700483884,0.2790124,63.86180348,616,1220,70.8,2026-07-21,0.26,45.2,False
51,000096,广聚能源,7.54,0.13,0.52,81.39,7.567766163495,0.1776132,57.13875021,-1643,3032,73.2,2026-07-21,-0.37,41.8,False
52,000099,中信海直,13.88,-1.28,0.44,28.9,13.98435074023,0.177646,62.02520746,835,1659,76.4,2026-07-21,-0.75,47.4,False
53,000100,TCL科技,5.23,-2.24,1.45,17.47,5.204534164863,0.4645116,76.30485788,393,56,88.0,2026-07-21,0.49,67.1,False
54,000151,中成股份,8.96,-0.44,0.46,46.85,8.826784911415,0.1705972,61.32109151,955,1831,75.2,2026-07-21,1.51,46.1,False
55,000153,丰原药业,5.43,2.07,0.49,17.05,5.308825216811,0.105162,58.67561845,293,2583,72.8,2026-07-21,2.28,42.7,False
56,000155,川能动力,11.11,1.28,0.48,19.22,10.910390011927,0.2716148,57.25621548,-1129,3007,76.8,2026-07-21,1.83,44.0,False
57,000156,华数传媒,6.58,-1.5,0.23,27.07,6.75505268918,0.1144112,58.81582656,-1035,2533,72.8,2026-07-21,-2.59,42.8,False
58,000157,中联重科,7.25,-0.28,0.15,17.73,7.449658334067,0.2863392,70.37336114,177,282,82.8,2026-07-21,-2.68,58.3,False
59,000158,常山北明,12.42,0.73,0.37,-48.86,12.234153158591,0.2193684,57.71198661,-1414,2872,74.0,2026-07-21,1.52,42.7,False
60,000159,国际实业,5.15,0.98,0.53,84.85,5.022213930737,0.2344288,58.66042955,586,2588,66.4,2026-07-21,2.54,39.0,False
61,000166,申万宏源,4.65,-0.64,0.11,12.35,4.708320663182,0.3644104,68.89015639,51,421,84.4,2026-07-21,-1.24,58.1,False
62,000301,东方盛虹,11.72,1.21,0.1,13.52,11.545148381588,0.1972356,69.02505534,-234,403,86.4,2026-07-21,1.51,59.6,False
63,000333,美的集团,83.81,-0.55,0.12,12.6,84.553000143041,0.4001952,75.09282927,-46,82,94.4,2026-07-21,-0.88,70.9,False
64,000338,潍柴动力,27.19,2.41,0.51,19.04,25.810152765876,0.3930116,69.94153265,487,319,76.0,2026-07-21,5.35,53.2,False
65,000400,许继电气,21.48,-1.87,0.85,49.26,21.922810865594,0.333408,67.06860325,-360,643,83.6,2026-07-21,-2.02,56.1,False
66,000401,金隅冀东,3.56,0.0,0.08,-2.38,3.601433797084,0.137362,52.79636033,-869,4236,74.0,2026-07-21,-1.15,39.1,False
67,000402,金 融 街,2.37,-0.42,0.24,5.13,2.3777652586,0.345682,51.71723403,-1677,4462,68.8,2026-07-21,-0.33,35.6,False
68,000403,派林生物,9.63,0.84,0.4,99.62,9.694448522793,0.2489508,54.17608955,-964,3883,67.6,2026-07-21,-0.66,36.6,False
69,000404,长虹华意,7.54,-1.95,0.53,11.37,7.558020249704,0.2987868,68.35480458,638,475,70.0,2026-07-21,-0.24,47.8,False
70,000407,胜利股份,3.8,0.26,0.27,23.23,3.762453858078,0.1510288,55.91649007,-2139,3408,70.4,2026-07-21,1.0,39.4,False
71,000408,藏格矿业,76.96,6.43,0.6,19.18,71.510275578047,0.3806652,67.03411229,-170,650,81.6,2026-07-21,7.62,54.7,False
72,000409,云鼎科技,8.27,0.24,0.24,70.91,8.217377187159,0.1289156,63.11205337,772,1401,74.4,2026-07-21,0.64,47.0,False
73,000410,沈阳机床,4.61,-1.28,0.21,-90.23,4.643079403756,0.2381256,57.68502101,-1036,2882,74.0,2026-07-21,-0.71,42.7,False
74,000411,英特集团,9.29,0.54,0.21,16.37,9.276432810371,0.1964168,63.49973968,-30,1309,68.8,2026-07-21,0.15,43.7,False
75,000415,渤海租赁,4.24,0.24,0.18,7.22,4.247711007152,0.3091556,52.91853511,-572,4213,76.0,2026-07-21,-0.18,40.2,False
76,000417,合百集团,5.6,0.9,1.25,16.98,5.377165913095,0.3106176,62.06854694,1984,1649,72.4,2026-07-21,4.14,44.9,False
77,000419,通程控股,4.62,0.65,0.32,22.38,4.611460140618,0.0663172,55.46672401,-811,3541,67.2,2026-07-21,0.19,37.3,False
78,000420,吉林化纤,3.63,-0.55,0.51,81.89,3.609038699107,0.2804836,56.31262982,1219,3283,70.8,2026-07-21,0.58,39.9,False
79,000421,南京公用,5.22,0.58,0.4,10.36,5.230501559301,0.0886364,56.46896025,-747,3228,72.8,2026-07-21,-0.2,41.1,False
80,000422,湖北宜化,12.86,-1.76,0.65,19.3,12.983628710832,0.2945792,65.78088005,470,832,82.4,2026-07-21,-0.95,54.2,False
81,000423,东阿阿胶,50.66,-0.76,0.3,17.82,51.871746940011,0.1986084,68.28359067,-148,487,86.0,2026-07-21,-2.34,58.7,False
