序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日,cost_deviation_pct,score_x_focus,is_our_stock
1,000001,平安银行,11.12,-1.16,0.23,3.71,11.273114940303,0.4067216,68.43477633,-376,1460,90.0,2026-08-05,-1.36,61.6,False
2,000002,万  科Ａ,3.21,-2.13,0.62,-1.61,3.260319497616,0.3838288,61.08702562,983,3536,78.4,2026-08-05,-1.54,47.9,False
3,000006,深振业Ａ,6.69,-1.47,0.65,299.95,6.744030855448,0.3568772,60.65872382,94,3647,70.0,2026-08-05,-0.8,42.5,False
4,000007,全新好,9.61,0.63,1.2,-383.45,9.535240033929,0.2616424,58.43825456,565,4211,64.0,2026-08-05,0.78,37.4,False
5,000008,神州高铁,2.4,-0.83,0.59,-53.61,2.427291518845,0.258608727273,53.88760428,-24,4946,75.6,2026-08-05,-1.12,40.7,False
6,000009,中国宝安,7.46,-2.36,1.16,275.46,7.682046766224,0.1965024,62.27016394,-435,3200,90.0,2026-08-05,-2.89,56.0,False
7,000010,*ST美丽,1.56,-0.64,1.32,16.56,1.576961417092,0.3641236,55.41730047,-285,4760,67.6,2026-08-05,-1.08,37.5,False
8,000011,深物业A,8.0,-1.6,0.83,-43.77,8.084115328467,0.124384,64.41140293,1796,2581,76.0,2026-08-05,-1.04,49.0,False
9,000012,南  玻Ａ,3.88,-2.02,0.82,-29.92,3.931914367361,0.2484576,62.22268558,1073,3217,73.2,2026-08-05,-1.32,45.5,False
10,000014,沙河股份,9.98,-1.48,1.07,-71.14,10.095378729916,0.1255212,53.91251073,-52,4940,74.8,2026-08-05,-1.14,40.3,False
11,000016,*ST康佳A,2.62,0.0,0.51,-8.58,2.611947104543,0.3933196,67.14697101,2107,1770,72.4,2026-08-05,0.31,48.6,False
12,000017,深中华A,6.13,-1.13,1.51,172.7,6.157201301411,0.2099828,72.63578543,1906,611,74.4,2026-08-05,-0.44,54.0,False
13,000019,深粮控股,6.02,-1.15,0.64,26.71,6.074956270068,0.2044824,58.9714364,740,4094,70.4,2026-08-05,-0.9,41.5,False
14,000020,深华发Ａ,10.9,-0.18,0.8,148.3,10.889694375528,0.0798648,64.8016498,-975,2469,68.0,2026-08-05,0.09,44.1,False
15,000021,深科技,40.71,5.19,6.39,66.16,38.143388940095,0.3757296,71.60935342,66,791,88.4,2026-08-05,6.73,63.3,False
16,000025,特  力Ａ,15.21,-0.46,1.07,49.26,15.248752890328,0.2395104,70.03450408,-833,1066,84.8,2026-08-05,-0.25,59.4,False
17,000026,飞亚达,17.29,1.23,1.3,26.95,16.722916911379,0.2291472,70.01461296,-67,1071,68.0,2026-08-05,3.39,47.6,False
18,000027,深圳能源,6.33,-1.71,0.26,6.03,6.451147923617,0.259198,61.82043859,-283,3332,75.6,2026-08-05,-1.88,46.7,False
19,000028,国药一致,20.27,-1.6,0.35,10.79,20.634182129715,0.1643168,70.89519085,592,921,74.0,2026-08-05,-1.76,52.5,False
20,000029,深深房Ａ,22.24,0.82,0.29,-1432.38,21.86919691934,0.2683588,68.0065667,142,1553,68.8,2026-08-05,1.7,46.8,False
21,000030,富奥股份,4.2,-2.1,0.33,14.48,4.290823091713,0.2200232,71.51138799,-135,810,68.8,2026-08-05,-2.12,49.2,False
22,000031,大悦城,2.19,-2.23,0.36,-10.61,2.221341496233,0.2706964,61.14908226,1090,3516,69.2,2026-08-05,-1.41,42.3,False
23,000032,深桑达Ａ,14.7,0.55,2.01,-54.19,14.497449820925,0.3214096,67.84311398,276,1586,84.0,2026-08-05,1.4,57.0,False
24,000034,神州数码,25.89,-0.04,2.35,27.89,25.982341728682,0.3389372,72.7144191,-96,605,87.6,2026-08-05,-0.36,63.7,False
25,000035,中国天楹,4.94,-4.45,1.92,26.64,5.17101606787,0.3253876,70.08118104,1687,1060,76.0,2026-08-05,-4.47,53.3,False
26,000036,华联控股,4.12,-1.44,0.73,55.53,4.143406506553,0.2399708,65.29420546,-497,2334,71.6,2026-08-05,-0.56,46.8,False
27,000037,深南电A,9.96,-1.48,3.71,124.81,10.024863181286,0.24294,60.13344727,-687,3802,89.6,2026-08-05,-0.65,53.9,False
28,000039,中集集团,8.48,-2.3,0.68,54.71,8.653482806848,0.2129232,58.37893072,-479,4225,77.6,2026-08-05,-2.0,45.3,False
29,000042,中洲控股,8.43,1.44,0.38,-21.16,8.272309439508,0.2072212,57.55719886,75,4401,63.6,2026-08-05,1.91,36.6,False
30,000045,深纺织Ａ,9.99,0.1,0.68,56.96,9.917004076855,0.1964172,68.77795557,-216,1380,74.8,2026-08-05,0.74,51.4,False
31,000048,京基智农,21.77,2.83,1.87,-12.49,20.787893830757,0.3606784,64.89229077,-1626,2444,84.0,2026-08-05,4.72,54.5,False
32,000049,德赛电池,24.71,-1.48,1.07,29.73,25.016852670636,0.2538748,64.4000388,-930,2585,82.0,2026-08-05,-1.23,52.8,False
33,000050,深天马Ａ,6.64,-1.19,0.73,-29.05,6.698114336048,0.360454,67.81354526,1496,1597,77.6,2026-08-05,-0.87,52.6,False
34,000055,方大集团,3.39,-1.17,0.37,32.27,3.425787053675,0.2055164,58.86664975,771,4124,64.0,2026-08-05,-1.04,37.7,False
35,000056,*ST皇庭,2.12,1.44,2.69,-19.4,2.004336199068,0.4742344,68.81502531,962,1372,67.6,2026-08-05,5.77,46.5,False
36,000058,深 赛 格,6.76,-2.17,0.48,84.21,6.897054023693,0.0810816,61.3413105,164,3459,78.0,2026-08-05,-1.99,47.8,False
37,000059,华锦股份,4.51,-0.44,0.66,40.66,4.524373467567,0.2159748,67.7150235,886,1620,72.4,2026-08-05,-0.32,49.0,False
38,000060,中金岭南,6.66,-0.75,2.7,14.68,6.553370601552,0.4284572,75.36028439,346,302,79.6,2026-08-05,1.63,60.0,True
39,000061,农 产 品,5.8,-2.03,0.69,21.32,5.93510688112,0.2446008,66.33328389,-10,2028,75.2,2026-08-05,-2.28,49.9,False
40,000062,深圳华强,23.25,-0.09,1.41,30.26,23.065459609415,0.2847256,71.58492475,281,797,76.4,2026-08-05,0.8,54.7,False
41,000063,中兴通讯,34.49,-0.72,2.01,31.47,34.694548172867,0.4697048,65.95980198,23,2130,87.2,2026-08-05,-0.59,57.5,False
42,000065,北方国际,9.16,-1.4,1.35,24.08,9.321329135278,0.2851784,66.8287999,-172,1871,73.6,2026-08-05,-1.73,49.2,False
43,000066,中国长城,14.9,1.22,2.37,-143.7,14.616446859095,0.3318556,64.61732414,356,2521,88.0,2026-08-05,1.94,56.9,False
44,000068,华控赛格,2.87,-0.35,0.61,-39.76,2.873003778727,0.2148188,50.65428603,10,5145,66.4,2026-08-05,-0.1,33.6,False
45,000069,华侨城Ａ,1.87,2.19,1.18,-2.75,1.78864414862,0.280064,57.77073019,540,4350,74.4,2026-08-05,4.55,43.0,False
46,000070,特发信息,14.48,2.19,4.31,-329.69,13.908327085323,0.294788,69.38187178,1214,1229,81.6,2026-08-05,4.11,56.6,False
47,000078,ST海王,1.64,-2.96,1.62,74.44,1.650275203281,0.3485088,61.60208687,1171,3386,81.2,2026-08-05,-0.62,50.0,False
48,000088,盐 田 港,4.45,-1.33,0.33,16.99,4.499170935335,0.2396004,64.20905529,-302,2643,76.0,2026-08-05,-1.09,48.8,False
49,000089,深圳机场,6.55,-1.06,0.39,13.01,6.643537837289,0.2366032,64.31510679,46,2611,76.8,2026-08-05,-1.41,49.4,False
50,000090,天健集团,3.31,-1.19,0.45,-66.32,3.342785581861,0.1938536,63.37893262,-1313,2874,65.2,2026-08-05,-0.98,41.3,False
51,000096,广聚能源,7.64,-1.04,0.59,82.47,7.723581084182,0.1207692,60.1784274,149,3792,68.8,2026-08-05,-1.08,41.4,False
52,000099,中信海直,14.31,-1.72,0.53,29.8,14.612221331616,0.1762356,60.47286097,-274,3706,78.8,2026-08-05,-2.07,47.7,False
53,000100,TCL科技,4.82,-1.03,1.5,16.1,4.835693467897,0.5087152,73.42979957,566,510,79.6,2026-08-05,-0.32,58.5,False
54,000151,中成股份,10.06,0.8,1.26,52.61,9.96992738983,0.1995864,59.39942397,-195,3999,71.6,2026-08-05,0.9,42.5,False
55,000153,丰原药业,5.46,-0.91,0.65,17.14,5.507611538612,0.1585136,64.80620642,1123,2468,72.0,2026-08-05,-0.86,46.7,False
56,000155,川能动力,12.0,-1.64,1.34,20.76,12.123997274301,0.3195044,62.27103945,220,3198,84.0,2026-08-05,-1.02,52.3,False
57,000156,华数传媒,6.89,-2.55,0.3,30.37,7.097256827943,0.1737004,66.28479928,-1373,2051,73.6,2026-08-05,-2.92,48.8,False
58,000157,中联重科,7.24,-0.69,0.35,17.7,7.322266639374,0.3010948,69.97380892,-53,1084,83.2,2026-08-05,-1.12,58.2,False
59,000158,常山北明,13.86,-1.56,1.32,-54.53,14.07896399614,0.2745488,64.22747328,-1983,2635,84.8,2026-08-05,-1.56,54.5,False
60,000159,国际实业,5.67,-1.39,1.07,93.42,5.765313580125,0.1785352,60.0768565,-305,3817,70.8,2026-08-05,-1.65,42.5,False
61,000166,申万宏源,4.53,-2.37,0.28,12.04,4.650606567434,0.4110984,67.8862439,-138,1574,80.4,2026-08-05,-2.59,54.6,False
62,000301,东方盛虹,12.75,1.27,0.22,14.71,12.503648658404,0.2435148,73.8913588,-127,457,84.8,2026-08-05,1.97,62.7,False
63,000333,美的集团,85.04,-0.5,0.15,12.8,84.908492866481,0.406736,79.42214745,92,70,92.4,2026-08-05,0.15,73.4,False
64,000338,潍柴动力,29.88,-1.13,0.63,20.92,29.710953292993,0.3986208,77.68950824,770,156,83.6,2026-08-05,0.57,64.9,False
65,000400,许继电气,22.74,-3.15,1.74,52.15,23.349841057021,0.2924628,68.8652426,-796,1360,90.8,2026-08-05,-2.61,62.5,False
66,000401,金隅冀东,3.59,-1.1,0.16,-2.4,3.616550476953,0.1763472,57.56195462,-833,4400,72.0,2026-08-05,-0.73,41.4,False
67,000402,金 融 街,2.45,-1.61,0.61,5.31,2.471593450016,0.36304,58.30940737,637,4242,69.6,2026-08-05,-0.87,40.6,False
68,000403,派林生物,10.34,-1.52,0.53,106.96,10.46468537133,0.2333316,64.82202153,30,2463,65.6,2026-08-05,-1.19,42.5,False
69,000404,长虹华意,7.65,-1.67,0.74,11.54,7.790503602861,0.2338296,65.23414428,-436,2355,69.2,2026-08-05,-1.8,45.1,False
70,000407,胜利股份,4.01,-0.5,1.04,24.51,4.024052762903,0.2299224,63.12901634,-1426,2935,70.8,2026-08-05,-0.35,44.7,False
71,000408,藏格矿业,87.16,0.68,0.7,21.72,85.309167012136,0.3992248,76.53114147,383,222,82.8,2026-08-05,2.17,63.4,False
72,000409,云鼎科技,8.86,-1.23,0.56,75.97,8.999452627061,0.1497256,64.94060234,-276,2430,74.0,2026-08-05,-1.55,48.1,False
73,000410,沈阳机床,4.85,-1.42,0.37,-94.93,4.915716607646,0.2797724,59.35288377,92,4009,72.4,2026-08-05,-1.34,43.0,False
74,000411,英特集团,9.45,-0.74,0.21,16.65,9.542901007618,0.1178264,68.23997102,956,1502,68.4,2026-08-05,-0.97,46.7,False
75,000415,渤海租赁,4.52,-1.31,0.43,7.7,4.567569576916,0.2650656,64.54938584,-269,2538,79.2,2026-08-05,-1.04,51.1,False
76,000417,合百集团,6.01,-0.33,2.63,18.23,5.975815341533,0.3312256,67.70495386,1742,1622,78.8,2026-08-05,0.57,53.4,False
77,000419,通程控股,4.84,-1.02,0.62,23.44,4.887803621774,0.1357,64.24464248,-123,2633,66.8,2026-08-05,-0.98,42.9,False
78,000420,吉林化纤,3.78,-1.05,1.25,85.27,3.814496483487,0.2788608,54.68159222,-7,4848,70.8,2026-08-05,-0.9,38.7,False
79,000421,南京公用,5.34,-1.48,0.53,10.59,5.413363831051,0.1635492,63.6938659,1077,2785,71.2,2026-08-05,-1.36,45.4,False
80,000422,湖北宜化,13.15,-2.38,1.4,19.74,13.397620899265,0.3204936,68.69196271,1782,1400,79.2,2026-08-05,-1.85,54.4,False
81,000423,东阿阿胶,53.66,-1.09,0.48,18.87,54.059549423725,0.1623516,73.15860871,-103,546,86.0,2026-08-05,-0.74,62.9,False
82,000425,徐工机械,8.4,-0.12,0.58,11.96,8.403044316567,0.3362504,67.69806137,-344,1624,86.0,2026-08-05,-0.04,58.2,False
83,000426,兴业银锡,38.17,5.15,4.68,12.67,35.132583376074,0.435452,77.75861607,113,151,89.2,2026-08-05,8.65,69.4,False
84,000428,华天酒店,4.0,-2.44,3.53,-16.31,4.076969934838,0.1904028,61.99926566,-1156,3282,85.6,2026-08-05,-1.89,53.1,False
85,000429,粤高速Ａ,14.08,-0.85,0.29,16.29,14.118314082209,0.12272,71.27934223,-521,854,75.2,2026-08-05,-0.27,53.6,False
86,000430,张家界,6.5,-1.07,0.68,4.3,6.555847084539,0.1999748,55.40418964,-42,4763,74.4,2026-08-05,-0.85,41.2,False
87,000488,ST晨鸣,1.91,-2.05,0.56,-2.74,1.94958642569,0.14928,53.16609056,15,5010,71.6,2026-08-05,-2.03,38.1,False
88,000498,山东路桥,4.97,-1.78,0.37,11.51,5.067942623712,0.3247512,70.16892054,85,1038,74.0,2026-08-05,-1.93,51.9,False
89,000501,武商集团,7.08,-1.26,0.36,11.03,7.186422575925,0.1451404,62.50896503,107,3122,71.2,2026-08-05,-1.48,44.5,False
90,000503,国新健康,7.59,-0.65,1.18,-38.21,7.682891645524,0.214698,56.64042533,-317,4561,82.8,2026-08-05,-1.21,46.9,False
91,000504,南华生物,8.11,0.0,0.79,60.28,8.085854064645,0.21534372549,64.54109119,-499,2541,72.8,2026-08-05,0.3,47.0,False
92,000505,京粮控股,5.55,-0.89,0.52,123.94,5.591199525545,0.1892996,53.66253481,-662,4963,73.2,2026-08-05,-0.74,39.3,False
93,000506,招金黄金,16.46,5.38,8.67,20.4,15.26576006939,0.3244276,78.9852507,205,88,90.0,2026-08-05,7.82,71.1,False
94,000507,珠海港,4.94,-1.0,0.6,16.66,4.973403125958,0.2468492,63.04672522,1202,2965,75.6,2026-08-05,-0.67,47.7,False
95,000509,华塑控股,3.18,0.63,1.34,-340.21,3.107973658753,0.2283448,61.11085135,608,3528,65.2,2026-08-05,2.32,39.8,False
96,000510,新金路,16.53,2.54,8.94,-52.76,15.729121495197,0.4519168,66.92977911,1425,1840,82.0,2026-08-05,5.09,54.9,False
97,000513,丽珠集团,29.97,-1.32,0.59,11.53,30.435885494146,0.2670584,70.05211827,-714,1065,83.2,2026-08-05,-1.53,58.3,False
98,000514,渝 开 发,3.86,-1.28,0.41,25.22,3.893085926566,0.1720044,57.70533214,-19,4359,72.4,2026-08-05,-0.85,41.8,False
99,000516,国际医学,4.18,-1.65,0.49,-48.4,4.253217600862,0.245008,61.28472622,-171,3477,75.6,2026-08-05,-1.72,46.3,False
100,000517,荣安地产,2.11,-1.4,0.82,-59.03,2.114718167432,0.2863112,65.7247159,978,2211,70.0,2026-08-05,-0.22,46.0,False
101,000518,四环生物,3.92,0.77,1.73,-89.18,3.887402601052,0.2940728,63.07326854,-215,2954,74.8,2026-08-05,0.84,47.2,False
102,000519,中兵红箭,14.62,-1.22,1.8,93.17,14.690713634762,0.3148956,74.9736202,220,345,81.6,2026-08-05,-0.48,61.2,False
103,000520,凤凰航运,3.92,-0.51,1.0,300.38,3.907960901439,0.2700412,66.13836028,98,2086,67.2,2026-08-05,0.31,44.4,False
104,000521,长虹美菱,4.92,-1.2,0.37,18.03,4.978928846265,0.2219972,63.20898656,138,2909,72.4,2026-08-05,-1.18,45.8,False
105,000523,红棉股份,2.84,-2.07,0.88,27.45,2.905383971574,0.248776,65.64497718,-260,2236,72.0,2026-08-05,-2.25,47.3,False
106,000524,岭南控股,9.31,-0.64,0.47,47.46,9.378412974189,0.130629666667,61.89477886,457,3309,84.0,2026-08-05,-0.73,52.0,False
107,000525,红太阳,4.51,-1.96,0.95,459.0,4.588281265864,0.2636468,49.72490826,-19,5165,74.0,2026-08-05,-1.71,36.8,False
108,000526,学大教育,34.94,-1.58,2.81,11.74,35.18043727894,0.2245404,78.46530695,67,110,81.6,2026-08-05,-0.68,64.0,False
109,000528,柳    工,8.36,-1.18,0.85,7.03,8.48248345484,0.285424,66.45748193,29,1987,81.2,2026-08-05,-1.44,54.0,False
110,000529,广弘控股,4.7,-0.42,0.34,-312.25,4.753381253195,0.1667144,55.2684213,-462,4787,68.0,2026-08-05,-1.12,37.6,False
